nodes,techs,carriers,costs,cost_investment_flow_cap
ESP_1,wind_onshore_monopoly_ESP,electricity,monetary,0.06403120647381577
ESP_1,wind_onshore_monopoly_ESP,electricity,vul,4.744458096755762e-06
ESP_1,wind_onshore_monopoly_FR,electricity,co2,0.3244714946839584
ESP_1,wind_onshore_monopoly_FR,electricity,monetary,0.12271132816217259
ESP_1,wind_onshore_monopoly_FR,electricity,vul,4.675786014409869e-06
ESP_1,wind_onshore_monopoly_IND,electricity,co2,1.1495434130113613
ESP_1,wind_onshore_monopoly_IND,electricity,monetary,0.43474873674791165
ESP_1,wind_onshore_monopoly_IND,electricity,vul,4.309990450559251e-06
ESP_1,wind_onshore_monopoly_NDL,electricity,co2,0.6422202187497706
ESP_1,wind_onshore_monopoly_NDL,electricity,monetary,1.2241163162235134
ESP_1,wind_onshore_monopoly_NDL,electricity,vul,3.378139981409614e-06
ESP_1,wind_onshore_monopoly_PT,electricity,co2,0.295203471558657
ESP_1,wind_onshore_monopoly_PT,electricity,monetary,0.11163905110882501
ESP_1,wind_onshore_monopoly_PT,electricity,vul,4.688746371643218e-06
ESP_10,ESP_10_ESP_11_ac_ohl_transmission,electricity,monetary,280000000.0
ESP_10,ESP_8_ESP_10_ac_ohl_transmission,electricity,monetary,350000000.0
ESP_10,ESP_9_ESP_10_ac_ohl_transmission,electricity,monetary,708750000.0
ESP_10,Trade_Markets_ESP_10_natural_gas_transmission,natural_gas,monetary,0.0
ESP_10,battery_CN,electricity,co2,3335918.2437092965
ESP_10,battery_CN,electricity,monetary,1261659.737418713
ESP_10,battery_CN,electricity,vul,42.89025487553417
ESP_10,battery_CZ,electricity,co2,104.16974136838559
ESP_10,battery_CZ,electricity,monetary,39.395658125058645
ESP_10,battery_CZ,electricity,vul,0.0011409110375053184
ESP_10,battery_ESP,electricity,co2,0.9229237016771553
ESP_10,battery_ESP,electricity,monetary,8.126647427503674
ESP_10,battery_ESP,electricity,vul,7.985150559587778e-05
ESP_10,battery_HU,electricity,co2,66.01637731465416
ESP_10,battery_HU,electricity,monetary,24.966132136190705
ESP_10,battery_HU,electricity,vul,0.0006501258303263035
ESP_10,battery_PL,electricity,co2,94.91706180542259
ESP_10,battery_PL,electricity,monetary,35.89594417922497
ESP_10,battery_PL,electricity,vul,0.0010221522916801916
ESP_10,battery_US,electricity,co2,281.03756364173614
ESP_10,battery_US,electricity,monetary,106.28111778736717
ESP_10,battery_US,electricity,vul,0.003404700082885929
ESP_10,biogas_to_electricity_supply_BEL,electricity,co2,8.689066042574382
ESP_10,biogas_to_electricity_supply_BEL,electricity,monetary,3.2861082526926255
ESP_10,biogas_to_electricity_supply_BEL,electricity,vul,1.714103725779889e-05
ESP_10,biogas_to_electricity_supply_CAN,electricity,co2,5.718477543318905
ESP_10,biogas_to_electricity_supply_CAN,electricity,monetary,2.1626674519159788
ESP_10,biogas_to_electricity_supply_CAN,electricity,vul,4.4240514175424325e-07
ESP_10,biogas_to_electricity_supply_FR,electricity,co2,5.719082161903541
ESP_10,biogas_to_electricity_supply_FR,electricity,monetary,2.1628964004764657
ESP_10,biogas_to_electricity_supply_FR,electricity,vul,3.813031567836544e-07
ESP_10,biogas_to_electricity_supply_FSM,electricity,co2,5.723782777965605
ESP_10,biogas_to_electricity_supply_FSM,electricity,monetary,2.164674425051051
ESP_10,biogas_to_electricity_supply_FSM,electricity,vul,7.625841522984718e-07
ESP_10,biogas_to_electricity_supply_UK,electricity,co2,5.718579775257582
ESP_10,biogas_to_electricity_supply_UK,electricity,monetary,2.1627064206816597
ESP_10,biogas_to_electricity_supply_UK,electricity,vul,5.470320232161401e-07
ESP_10,biogas_to_electricity_supply_USA,electricity,co2,5.551972228338353
ESP_10,biogas_to_electricity_supply_USA,electricity,monetary,2.1643541087751155
ESP_10,biogas_to_electricity_supply_USA,electricity,vul,7.396936955103822e-07
ESP_10,biomass_ESP,electricity,co2,5.5307658462531134e-05
ESP_10,biomass_ESP,electricity,monetary,0.0018290114031097504
ESP_10,biomass_ESP,electricity,vul,3.215561538519252e-07
ESP_10,biomass_FR,electricity,co2,0.0002497252191085741
ESP_10,biomass_FR,electricity,monetary,9.461238971381545e-05
ESP_10,biomass_FR,electricity,vul,3.218108493667192e-07
ESP_10,biomass_IT,electricity,co2,0.007545961190239944
ESP_10,biomass_IT,electricity,monetary,0.0028540819221965544
ESP_10,biomass_IT,electricity,vul,3.2140562186898133e-07
ESP_10,existing_biogas_to_electricity_supply,electricity,monetary,0.0
ESP_10,existing_biomass,electricity,monetary,0.0
ESP_10,existing_ccgt,electricity,monetary,0.0
ESP_10,existing_ccgt,natural_gas,monetary,0.0
ESP_10,existing_chp,electricity,monetary,0.0
ESP_10,existing_chp,natural_gas,monetary,0.0
ESP_10,existing_coal,coal,monetary,0.0
ESP_10,existing_coal,electricity,monetary,0.0
ESP_10,existing_hydro_run_of_river,electricity,monetary,0.0
ESP_10,existing_nuclear,electricity,monetary,0.0
ESP_10,existing_nuclear,uranium,monetary,0.0
ESP_10,existing_oil_and_other,electricity,monetary,0.0
ESP_10,existing_oil_and_other,oil,monetary,0.0
ESP_10,existing_open_field_pv,electricity,monetary,0.0
ESP_10,existing_pumped_hydro,electricity,monetary,0.0
ESP_10,existing_rooftop_pv,electricity,monetary,0.0
ESP_10,existing_wind_onshore,electricity,monetary,0.0
ESP_10,existing_wte,electricity,monetary,0.0
ESP_10,open_field_pv_CN,electricity,co2,0.9449285714155937
ESP_10,open_field_pv_CN,electricity,monetary,0.35736035224759505
ESP_10,open_field_pv_CN,electricity,vul,3.0387268264790995e-06
ESP_10,open_field_pv_DE,electricity,co2,110.70540325810111
ESP_10,open_field_pv_DE,electricity,monetary,41.86346042538124
ESP_10,open_field_pv_DE,electricity,vul,0.0002701251818024574
ESP_10,open_field_pv_ESP,electricity,co2,1.4237421344413737
ESP_10,open_field_pv_ESP,electricity,monetary,3.7114687836236073
ESP_10,open_field_pv_ESP,electricity,vul,2.699344256107564e-06
ESP_10,open_field_pv_MY,electricity,co2,52.55751369301919
ESP_10,open_field_pv_MY,electricity,monetary,19.87457828328717
ESP_10,open_field_pv_MY,electricity,vul,0.00011465926456874032
ESP_10,open_field_pv_NL,electricity,co2,219649702.20783845
ESP_10,open_field_pv_NL,electricity,monetary,83060731.52253702
ESP_10,open_field_pv_NL,electricity,vul,596.7606765230485
ESP_10,open_field_pv_PT,electricity,co2,22.99633920870026
ESP_10,open_field_pv_PT,electricity,monetary,8.696092175461887
ESP_10,open_field_pv_PT,electricity,vul,3.6938943392017125e-05
ESP_10,pumped_hydro_CN,electricity,co2,0.0
ESP_10,pumped_hydro_CN,electricity,monetary,0.0
ESP_10,pumped_hydro_CN,electricity,vulnerability,0.0
ESP_10,pumped_hydro_ESP,electricity,co2,0.0
ESP_10,pumped_hydro_ESP,electricity,monetary,0.0
ESP_10,pumped_hydro_ESP,electricity,vul,0.0
ESP_10,roof_mounted_pv_CN,electricity,co2,1.331340007277879
ESP_10,roof_mounted_pv_CN,electricity,monetary,0.5034445922940414
ESP_10,roof_mounted_pv_CN,electricity,vul,4.2809186263332376e-06
ESP_10,roof_mounted_pv_DE,electricity,co2,1.6611836731498506
ESP_10,roof_mounted_pv_DE,electricity,monetary,0.6281797899065895
ESP_10,roof_mounted_pv_DE,electricity,vul,4.053348152038286e-06
ESP_10,roof_mounted_pv_ESP,electricity,co2,0.7496293663957493
ESP_10,roof_mounted_pv_ESP,electricity,monetary,1.9541642586541943
ESP_10,roof_mounted_pv_ESP,electricity,vul,1.4212599848243388e-06
ESP_10,roof_mounted_pv_MY,electricity,co2,1.8084998412912914
ESP_10,roof_mounted_pv_MY,electricity,monetary,0.6838826486541021
ESP_10,roof_mounted_pv_MY,electricity,vul,3.945416120448736e-06
ESP_10,roof_mounted_pv_NL,electricity,co2,1.5278418325791188
ESP_10,roof_mounted_pv_NL,electricity,monetary,0.5777547567293103
ESP_10,roof_mounted_pv_NL,electricity,vul,4.1509545265278855e-06
ESP_10,roof_mounted_pv_PT,electricity,co2,2.252796807099906
ESP_10,roof_mounted_pv_PT,electricity,monetary,0.8518977089934072
ESP_10,roof_mounted_pv_PT,electricity,vul,3.618660038711599e-06
ESP_10,wind_offshore_CN,electricity,co2,0.7506883224109986
ESP_10,wind_offshore_CN,electricity,monetary,0.28389937011768346
ESP_10,wind_offshore_CN,electricity,vul,2.850967765793166e-06
ESP_10,wind_offshore_DE,electricity,co2,0.2729702257327655
ESP_10,wind_offshore_DE,electricity,monetary,0.10323244123484406
ESP_10,wind_offshore_DE,electricity,vul,2.977229083314416e-06
ESP_10,wind_offshore_ESP,electricity,co2,0.44344372804685805
ESP_10,wind_offshore_ESP,electricity,monetary,3.904390621317196
ESP_10,wind_offshore_ESP,electricity,vul,0.0
ESP_10,wind_offshore_FR,electricity,co2,0.20779675130244726
ESP_10,wind_offshore_FR,electricity,monetary,0.07858630344383413
ESP_10,wind_offshore_FR,electricity,vul,2.9944483860628766e-06
ESP_10,wind_offshore_IND,electricity,co2,0.7597581733199791
ESP_10,wind_offshore_IND,electricity,monetary,0.28733486908466793
ESP_10,wind_offshore_IND,electricity,vul,2.848566165209358e-06
ESP_10,wind_offshore_NDL,electricity,co2,0.10780261726273004
ESP_10,wind_offshore_NDL,electricity,monetary,0.040769604959306295
ESP_10,wind_offshore_NDL,electricity,vul,3.02086580907723e-06
ESP_10,wind_offshore_PT,electricity,co2,0.1888458202566733
ESP_10,wind_offshore_PT,electricity,monetary,0.07141707402019364
ESP_10,wind_offshore_PT,electricity,vul,2.9994571197057383e-06
ESP_10,wind_onshore_competing_CN,electricity,co2,1.508083079535665
ESP_10,wind_onshore_competing_CN,electricity,monetary,0.570335015989372
ESP_10,wind_onshore_competing_CN,electricity,vul,5.727405261994095e-06
ESP_10,wind_onshore_competing_DE,electricity,co2,0.5709690274975998
ESP_10,wind_onshore_competing_DE,electricity,monetary,0.21593024081595638
ESP_10,wind_onshore_competing_DE,electricity,vul,6.227439603621053e-06
ESP_10,wind_onshore_competing_ESP,electricity,co2,0.4854700674436142
ESP_10,wind_onshore_competing_ESP,electricity,monetary,4.27442008618686
ESP_10,wind_onshore_competing_ESP,electricity,vul,0.0
ESP_10,wind_onshore_competing_FR,electricity,co2,0.4371245314307154
ESP_10,wind_onshore_competing_FR,electricity,monetary,0.16531539042089655
ESP_10,wind_onshore_competing_FR,electricity,vul,6.299168968941341e-06
ESP_10,wind_onshore_competing_IND,electricity,co2,1.113339702911804
ESP_10,wind_onshore_competing_IND,electricity,monetary,0.42105676387136
ESP_10,wind_onshore_competing_IND,electricity,vul,4.174251649364132e-06
ESP_10,wind_onshore_competing_NDL,electricity,co2,0.22878204222831314
ESP_10,wind_onshore_competing_NDL,electricity,monetary,0.08652251420482301
ESP_10,wind_onshore_competing_NDL,electricity,vul,6.410974674334841e-06
ESP_10,wind_onshore_competing_PT,electricity,co2,0.39791983996339025
ESP_10,wind_onshore_competing_PT,electricity,monetary,0.15048398013863282
ESP_10,wind_onshore_competing_PT,electricity,vul,6.3202007618073424e-06
ESP_10,wind_onshore_monopoly_CN,electricity,co2,1.1600898020717196
ESP_10,wind_onshore_monopoly_CN,electricity,monetary,0.43872903608029257
ESP_10,wind_onshore_monopoly_CN,electricity,vul,4.40579469853678e-06
ESP_10,wind_onshore_monopoly_DE,electricity,co2,0.4356994889311639
ESP_10,wind_onshore_monopoly_DE,electricity,monetary,0.1647737285866891
ESP_10,wind_onshore_monopoly_DE,electricity,vul,4.752083076272974e-06
ESP_10,wind_onshore_monopoly_ESP,electricity,co2,0.17405151434629454
ESP_10,wind_onshore_monopoly_ESP,electricity,monetary,0.06582411134948134
ESP_10,wind_onshore_monopoly_ESP,electricity,vul,4.8773052274363764e-06
ESP_10,wind_onshore_monopoly_FR,electricity,co2,0.3331707508101588
ESP_10,wind_onshore_monopoly_FR,electricity,monetary,0.1260012851869298
ESP_10,wind_onshore_monopoly_FR,electricity,vul,4.801146364385376e-06
ESP_10,wind_onshore_monopoly_IND,electricity,co2,1.1733971474325324
ESP_10,wind_onshore_monopoly_IND,electricity,monetary,0.443770041023109
ESP_10,wind_onshore_monopoly_IND,electricity,vul,4.3994254091713e-06
ESP_10,wind_onshore_monopoly_NDL,electricity,co2,0.6468578331698975
ESP_10,wind_onshore_monopoly_NDL,electricity,monetary,1.2329559312251748
ESP_10,wind_onshore_monopoly_NDL,electricity,vul,3.402534278309034e-06
ESP_10,wind_onshore_monopoly_PT,electricity,co2,0.30318409616234376
ESP_10,wind_onshore_monopoly_PT,electricity,monetary,0.11465713674754456
ESP_10,wind_onshore_monopoly_PT,electricity,vul,4.815503433328205e-06
ESP_11,ESP_10_ESP_11_ac_ohl_transmission,electricity,monetary,280000000.0
ESP_11,ESP_3_ESP_11_ac_ohl_transmission,electricity,monetary,236250000.0
ESP_11,ESP_5_ESP_11_ac_ohl_transmission,electricity,monetary,498750000.0
ESP_11,ESP_6_ESP_11_ac_ohl_transmission,electricity,monetary,96250000.0
ESP_11,ESP_7_ESP_11_ac_ohl_transmission,electricity,monetary,183750000.0
ESP_11,Trade_Markets_ESP_11_natural_gas_transmission,natural_gas,monetary,0.0
ESP_11,Trade_Markets_ESP_11_oil_fuel_transmission,oil,monetary,0.0
ESP_11,battery_CN,electricity,co2,0.7768946677938848
ESP_11,battery_CN,electricity,monetary,0.2938251632572825
ESP_11,battery_CN,electricity,vul,9.988617189872262e-06
ESP_11,battery_CZ,electricity,co2,0.9002874302896025
ESP_11,battery_CZ,electricity,monetary,0.34047714194230233
ESP_11,battery_CZ,electricity,vul,9.860328466327898e-06
ESP_11,battery_ESP,electricity,co2,0.0978795478865333
ESP_11,battery_ESP,electricity,monetary,0.8618616843319145
ESP_11,battery_ESP,electricity,vul,8.468554065282342e-06
ESP_11,battery_HU,electricity,co2,0.9916605575941361
ESP_11,battery_HU,electricity,monetary,0.37502706937613267
ESP_11,battery_HU,electricity,vul,9.765821295144332e-06
ESP_11,battery_PL,electricity,co2,0.9142838351678582
ESP_11,battery_PL,electricity,monetary,0.3457658811482322
ESP_11,battery_PL,electricity,vul,9.845830660864293e-06
ESP_11,battery_US,electricity,co2,0.8207371938235218
ESP_11,battery_US,electricity,monetary,0.3103815206725511
ESP_11,battery_US,electricity,vul,9.943026674543538e-06
ESP_11,biogas_to_electricity_supply_BEL,electricity,co2,6.0174967129808
ESP_11,biogas_to_electricity_supply_BEL,electricity,monetary,2.275750410019706
ESP_11,biogas_to_electricity_supply_BEL,electricity,vul,1.1870796567835303e-05
ESP_11,biogas_to_electricity_supply_CAN,electricity,co2,5.572889397615638
ESP_11,biogas_to_electricity_supply_CAN,electricity,monetary,2.1076075619868635
ESP_11,biogas_to_electricity_supply_CAN,electricity,vul,4.3114183893462434e-07
ESP_11,biogas_to_electricity_supply_FR,electricity,co2,5.58909952139047
ESP_11,biogas_to_electricity_supply_FR,electricity,monetary,2.113738340261333
ESP_11,biogas_to_electricity_supply_FR,electricity,vul,3.7263694256402654e-07
ESP_11,biogas_to_electricity_supply_FSM,electricity,co2,5.493295336292592
ESP_11,biogas_to_electricity_supply_FSM,electricity,monetary,2.0775064996354136
ESP_11,biogas_to_electricity_supply_FSM,electricity,vul,7.318761263055408e-07
ESP_11,biogas_to_electricity_supply_UK,electricity,co2,5.545795496356005
ESP_11,biogas_to_electricity_supply_UK,electricity,monetary,2.097361232879946
ESP_11,biogas_to_electricity_supply_UK,electricity,vul,5.305037002090148e-07
ESP_11,biogas_to_electricity_supply_USA,electricity,co2,5.334377137288701
ESP_11,biogas_to_electricity_supply_USA,electricity,monetary,2.0795278866699736
ESP_11,biogas_to_electricity_supply_USA,electricity,vul,7.10703327690836e-07
ESP_11,biomass_ESP,electricity,co2,5.416043426699942e-05
ESP_11,biomass_ESP,electricity,monetary,0.0017910729657598411
ESP_11,biomass_ESP,electricity,vul,3.148862457383687e-07
ESP_11,biomass_FR,electricity,co2,0.0002445426563607321
ESP_11,biomass_FR,electricity,monetary,9.26488930026485e-05
ESP_11,biomass_FR,electricity,vul,3.1513228912465475e-07
ESP_11,biomass_IT,electricity,co2,0.007389485094663568
ESP_11,biomass_IT,electricity,monetary,0.002794898528009732
ESP_11,biomass_IT,electricity,vul,3.1474082522632117e-07
ESP_11,existing_biogas_to_electricity_supply,electricity,monetary,0.0
ESP_11,existing_biomass,electricity,monetary,0.0
ESP_11,existing_ccgt,electricity,monetary,0.0
ESP_11,existing_ccgt,natural_gas,monetary,0.0
ESP_11,existing_chp,electricity,monetary,0.0
ESP_11,existing_chp,natural_gas,monetary,0.0
ESP_11,existing_coal,coal,monetary,0.0
ESP_11,existing_coal,electricity,monetary,0.0
ESP_11,existing_hydro_run_of_river,electricity,monetary,0.0
ESP_11,existing_nuclear,electricity,monetary,0.0
ESP_11,existing_nuclear,uranium,monetary,0.0
ESP_11,existing_oil_and_other,electricity,monetary,0.0
ESP_11,existing_oil_and_other,oil,monetary,0.0
ESP_11,existing_open_field_pv,electricity,monetary,0.0
ESP_11,existing_pumped_hydro,electricity,monetary,0.0
ESP_11,existing_rooftop_pv,electricity,monetary,0.0
