nodes,techs,area_use
ESP_1,existing_open_field_pv,0.33777
ESP_1,existing_rooftop_pv,0.0041340000000000005
ESP_1,open_field_pv_CN,0.0
ESP_1,open_field_pv_DE,4.977901424619872e-07
ESP_1,open_field_pv_ESP,0.0
ESP_1,open_field_pv_MY,4.5457102403577156e-07
ESP_1,open_field_pv_NL,5.417695056256442e-07
ESP_1,open_field_pv_PT,3.5020976527684944e-07
ESP_1,roof_mounted_pv_CN,0.0
ESP_1,roof_mounted_pv_DE,0.0
ESP_1,roof_mounted_pv_ESP,0.0
ESP_1,roof_mounted_pv_MY,0.0
ESP_1,roof_mounted_pv_NL,0.0
ESP_1,roof_mounted_pv_PT,0.0
ESP_1,wind_onshore_competing_CN,0.00020269452292556419
ESP_1,wind_onshore_competing_DE,0.00021907877259094385
ESP_1,wind_onshore_competing_ESP,1.018496949804189e-06
ESP_1,wind_onshore_competing_FR,0.0002213773199503554
ESP_1,wind_onshore_competing_NDL,0.00022494087796988917
ESP_1,wind_onshore_competing_PT,0.00022204931284606425
ESP_10,existing_open_field_pv,8.5189725
ESP_10,existing_rooftop_pv,0.1043676
ESP_10,open_field_pv_CN,0.0
ESP_10,open_field_pv_DE,6.623469457796255e-06
ESP_10,open_field_pv_ESP,0.0
ESP_10,open_field_pv_MY,2.8114451672255127e-06
ESP_10,open_field_pv_NL,14.632571788345148
ESP_10,open_field_pv_PT,9.057428919722599e-07
ESP_10,roof_mounted_pv_CN,0.0
ESP_10,roof_mounted_pv_DE,0.0
ESP_10,roof_mounted_pv_ESP,0.0
ESP_10,roof_mounted_pv_MY,0.0
ESP_10,roof_mounted_pv_NL,0.0
ESP_10,roof_mounted_pv_PT,0.0
ESP_10,wind_onshore_competing_CN,0.00014318513154985236
ESP_10,wind_onshore_competing_DE,0.00015568599009052633
ESP_10,wind_onshore_competing_ESP,8.615861094804207e-07
ESP_10,wind_onshore_competing_FR,0.0001574792242235335
ESP_10,wind_onshore_competing_NDL,0.000160274366858371
